,delivery_region,lot_name,count
16820,Пермский,Работы по окрашиванию прочих инженерных сооружений,2
7202,Москва,Консервы рыбные натуральные,2
3958,Краснодарский,"Прокладки женские гигиенические, салфетки и тампоны из ваты из хлопка",2
23215,Шурышкарский,Услуги (работы) по регулярным перевозкам пассажиров автобусами в городском и пригородном сообщении,2
18555,Псковская,"Культуры декоративные, включая черенки и отводки, прочие",2
3849,Краснодарский,Предметы игрового обихода металлические без механизмов,2
3846,Краснодарский,"Предметы и аксессуары одежды из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон",2
23274,Шурышкарский,Услуги по сопровождению компьютерных систем,2
7504,Москва,Лосьоны для ухода за кожей лица,2
7499,Москва,Локализаторы взрыва.,2
16796,Пермский,Работы по гидроизоляции наружных конструкций зданий и сооружений и прочих подземных сооружений,2
23278,Шурышкарский,Услуги по территориальному планированию и планировке территории,2
3763,Краснодарский,Пеленки детские и аналогичные изделия санитарно-гигиенические из ваты из хлопка,2
3765,Краснодарский,Перчатки пластмассовые,2
16798,Пермский,"Работы по монтажу антенн всех типов, включая спутниковые антенны, в жилых зданиях",2
7482,Москва,Листы гипсокартонные,2
22187,Тюменская,Секундомеры,2
3747,Краснодарский,Отходы ртути и ее соединений,2
22188,Тюменская,Сеялки прочие,2
7470,Москва,Линейки складные измерительные для прыжков в длину с места,2
16801,Пермский,Работы по монтажу газовых систем,2
7468,Москва,Лимоны,2
23272,Шурышкарский,"Услуги по ремонту и техническому обслуживанию прочего оборудования специального назначения, не включенные в другие группировки",2
7459,Москва,Ленты теплоизоляционные,2
3781,Краснодарский,Печи бытовые электрические,2
3785,Краснодарский,Пигменты готовые,2
7518,Москва,Лыжи....,2
22176,Тюменская,"Светильники и устройства осветительные прочие, не включенные в другие группировки",2
3838,Краснодарский,Портландцемент с минеральными добавками,2
3708,Краснодарский,Обувь зимняя с верхом из кожи,2
23297,Шурышкарский,"Услуги, предоставляемые врачами общей врачебной практики, прочие, не включенные в другие группировки",2
3691,Краснодарский,Оборудование коммуникационное,2
3693,Краснодарский,"Оборудование подъемно-транспортное и погрузочно-разгрузочное прочее, не включенное в другие группировки",2
3695,Краснодарский,Оборудование санитарно-техническое прочее и его части из черных металлов,2
7598,Москва,Материалы и изделия минеральные теплоизоляционные,2
7597,Москва,Материалы и изделия культурного назначения прочие,2
3702,Краснодарский,Оборудование электрическое осветительное,2
3707,Краснодарский,Обувь для гимнастики,2
7583,Москва,"Материал для замещения водянистой влаги/жидкости стекловидного тела глаза, интраоперационное",2
7528,Москва,Магистрали удлинительные для обеспечения длительного венозного доступа для взрослых,2
7580,Москва,Массивная доска.....,2
7575,Москва,Масла технологические....,2
22164,Тюменская,"Решетки, сетки и ограждения из проволоки из черных металлов",2
3721,Краснодарский,Овощи листовые или стебельные прочие,2
7555,Москва,Марля,2
3735,Краснодарский,Озонаторы,2
23287,Шурышкарский,Услуги посреднические при оценке жилого недвижимого имущества за вознаграждение или на договорной основе,2
7537,Москва,Манекены для занятий  единоборствами....,2
23269,Шурышкарский,Услуги по противопожарному обустройству лесов и тушению пожаров в лесах,2
7449,Москва,Лента клеевая на бумажной основе...,2
3790,Краснодарский,Пирометры,2
22213,Тюменская,"Средства защитные для кожи (включая солнцезащитные и для загара), не включенные в другие группировки",2
22205,Тюменская,Соли акриловой кислоты,2
22206,Тюменская,Соль глыбовая,2
3820,Краснодарский,Подушки прочие,2
7384,Москва,Куртки для спасательных служб и служб гражданской обороны.,2
3825,Краснодарский,Покрытия текстильные напольные прочие (включая войлочные),2
7379,Москва,Курвиметры...,2
17384,Пермский,"Услуги по оптовой торговле прочими потребительскими товарами, не включенными в другие группировки",2
3828,Краснодарский,Полиэтилен прочий,2
3831,Краснодарский,"Полосы (ленты) пластмассовые, неармированные или не комбинированные с другими материалами",2
3792,Краснодарский,Пластмассы в первичных формах,2
3833,Краснодарский,Полотна махровые трикотажные или вязаные,2
7365,Москва,Крючки для общей хирургии,2
7364,Москва,Крышки переплетные картонные...,2
7361,Москва,Крупа перловая,2
7360,Москва,Крупа манная,2
23251,Шурышкарский,"Услуги по перевозке пассажиров автобусами по заказам в городском и пригородном сообщениях, кроме перевозки арендованными автобусами с водителем и по туристическим или экскурсионным маршрутам",2
7356,Москва,Кронштейны настольные для емкостей медицинские,2
7353,Москва,Кронштейны для крепления проекторов...,2
16806,Пермский,Работы по монтажу навесных стеновых панелей,2
3813,Краснодарский,"Плиты, листы прочие пластмассовые пористые, не включенные в другие группировки",2
7405,Москва,Лазеры офтальмологические,2
3808,Краснодарский,Плиты кухонные,2
7443,Москва,"Лейкопластыри-повязки гипоалергенные, рулонные, эластичные",2
7440,Москва,Лейкопластыри антимикробные,2
3794,Краснодарский,"Платья женские или для девочек из текстильных материалов, кроме трикотажных или вязаных",2
18549,Псковская,Кровати металлические,2
23263,Шурышкарский,Услуги по предоставлению местных соединений,2
7427,Москва,Лампы ультрафиолетовые,2
3799,Краснодарский,Плитки керамические,2
7424,Москва,Лампы ртутные,2
3801,Краснодарский,Плитки керамические прочие,2
7418,Москва,"Лампы для оборудования ""karl storz""",2
18550,Псковская,Кровать больничная,2
17387,Пермский,Услуги по оптовой торговле универсальным ассортиментом товаров за вознаграждение или на договорной основе,2
3805,Краснодарский,Плиты и листы алюминиевые,2
3806,Краснодарский,"Плиты из цемента, бетона или искусственного камня",2
22198,Тюменская,Смеси молочные сухие прочие для детей раннего возраста,2
7410,Москва,"Лактат ивд, реагент",2
22200,Тюменская,Сметана,2
23431,Ямало-Ненецкий,Весы настольные,2
3274,Краснодарский,Инвентарь для стрельбы из лука,2
3261,Краснодарский,Изделия хозяйственного назначения деревянные,2
2722,Кемеровская область - Кузбасс,"Услуги по проведению государственной экспертизы проектной документации и результатов инженерных изысканий, связанных с сохранением и воссозданием объектов культурного наследия",2
8834,Москва,Повязки с покрытиями и мазями,2
21912,Тюменская,"Оборудование для промышленного приготовления или подогрева пищи прочее, не включенное в другие группировки",2
2714,Кемеровская область - Кузбасс,Услуги по предоставлению доступа к On-Line версии справочно-правовой системы,2
8827,Москва,Повязка-лейкопластырь адгезивный,2
8825,Москва,"Повязка раневая гидрогелевая, стерильная",2
2715,Кемеровская область - Кузбасс,"Услуги по предоставлению доступа к информационно-коммуникационной сети Интернет через сети, установленные между клиентом и провайдером услуг информационно-коммуникационной сети Интернет, не принадлежащие провайдеру услуг информационно-коммуникационной сети Интернет или не находящиеся под его контролем, такие как доступ к информационно-коммуникационной сети Интернет по телефонной линии и т.д.",2
2720,Кемеровская область - Кузбасс,Услуги по предоставлению телефонной связи и доступа к информационно-коммуникационной сети Интернет в общественных зданиях,2
8819,Москва,Поваренная соль,2
2723,Кемеровская область - Кузбасс,"Услуги по проведению государственной экспертизы проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий",2
8845,Москва,Подготовка проектов межевания территории,2
2724,Кемеровская область - Кузбасс,Услуги по проведению негосударственной экспертизы проектной документации и результатов инженерных изысканий,2
17563,Пермский,Услуги по ремонту коробки перемены передач (КПП),2
8804,Москва,Плиты кухонные промышленные электрические,2
2735,Кемеровская область - Кузбасс,Услуги по разработке рекламного дизайна и концепции,2
8801,Москва,Плиты из искусственного камня,2
2738,Кемеровская область - Кузбасс,"Услуги по ремонту и техническому обслуживанию инструментов и приборов для измерения, испытаний и навигации",2
2743,Кемеровская область - Кузбасс,"Услуги по ремонту и техническому обслуживанию офисных машин и оборудования, кроме компьютеров и периферийного оборудования",2
8787,Москва,Пленочные кинопроекторы....,2
2709,Кемеровская область - Кузбасс,Услуги по подготовке документов и прочие услуги по обеспечению деятельности офиса,2
8851,Москва,Поддоны деревянные,2
2751,Кемеровская область - Кузбасс,Услуги по ремонту и техническому обслуживанию прочего профессионального электронного оборудования,2
2684,Кемеровская область - Кузбасс,Услуги по нанесению рисунка на текстильные изделия и готовую одежду,2
2670,Кемеровская область - Кузбасс,Услуги по инженерно-техническому проектированию зданий,2
8905,Москва,Покрытия полимерные модульные напольные,2
8903,Москва,Покрытия кондитерские,2
2672,Кемеровская область - Кузбасс,Услуги по инженерно-техническому проектированию производственных процессов и производств,2
17569,Пермский,Услуги по ремонту приборов бытовой электроники,2
2676,Кемеровская область - Кузбасс,Услуги по инженерно-техническому проектированию систем энергоснабжения,2
8898,Москва,Покрытие футбольное искусственное....,2
2683,Кемеровская область - Кузбасс,"Услуги по нанесению надписей на памятниках, мраморных досках, крепление фотографий на памятниках, высечке барельефов, выполнение графических портретов на памятниках, скульптурные работы и т.п.",2
21901,Тюменская,Обеспечение программное в диалоговом режиме,2
2703,Кемеровская область - Кузбасс,"Услуги по перевозке пассажиров сухопутным транспортом прочие, не включенные в другие группировки",2
2695,Кемеровская область - Кузбасс,Услуги по оптовой торговле писчебумажными и канцелярскими товарами,2
8877,Москва,Подушки для смачивания пальцев...,2
21903,Тюменская,Обеспечение программное прикладное прочее на электронном носителе,2
16678,Пермский,Приборы цифровые электроизмерительные прочие,2
16679,Пермский,Приборы электроизмерительные лабораторные аналоговые прочие,2
8863,Москва,Подставки для канцелярских принадлежностей металлические...,2
17565,Пермский,Услуги по ремонту оборудования,2
8855,Москва,Подложки,2
2746,Кемеровская область - Кузбасс,Услуги по ремонту и техническому обслуживанию профессиональных оптических приборов и фотооборудования,2
2755,Кемеровская область - Кузбасс,"Услуги по ремонту кузовов легковых автомобилей и легких грузовых автотранспортных средств и аналогичные услуги (ремонт дверей, замков, окон, перекрашивание, ремонт после повреждений)",2
8158,Москва,"Оборудование для кондиционирования воздуха прочее, не включенное в другие группировки",2
23602,Ямало-Ненецкий,Кардиостимуляторы,2
8703,Москва,Печати круглые самонаборные...,2
8701,Москва,Петли хирургические для удаления инородных тел из просвета сосудов,2
8696,Москва,"Петли (для эндоскопов производства ""pentax"" япония, ""olympus"" япония, ""fujinon"" япония)",2
2807,Кемеровская область - Кузбасс,"Услуги транспортные вспомогательные прочие, не включенные в другие группировки",2
23605,Ямало-Ненецкий,Карты магнитные,2
17540,Пермский,Услуги по ремонту деталей,2
8683,Москва,"Перчатки хирургические для микрохирургии, стерильные",2
2814,Кемеровская область - Кузбасс,Услуги школьных столовых и кухонь,2
23601,Ямало-Ненецкий,Камень для памятников или строительства прочий,2
8712,Москва,Пижамы для взрослых,2
2822,Кемеровская область - Кузбасс,"Услуги, связанные с научными исследованиями и экспериментальными разработками в области биологических наук",2
23600,Ямало-Ненецкий,Калька,2
16698,Пермский,Провода для воздушных линий электропередач,2
17538,Пермский,Услуги по ремонту двигателей,2
2830,Кемеровская область - Кузбасс,Устройства ввода сенсорные,2
2831,Кемеровская область - Кузбасс,Устройства ввода/вывода данных прочие,2
18503,Псковская,"Колеса, ступицы и их детали",2
8656,Москва,Перевозка пищевой продукции грузовым автомобильным транспортом....,2
17545,Пермский,"Услуги по ремонту и техническому обслуживанию инструментов и приборов для измерения, испытаний и навигации",2
2786,Кемеровская область - Кузбасс,Услуги по утилизации прочих опасных отходов,2
2757,Кемеровская область - Кузбасс,Услуги по ремонту прочего компьютерного и периферийного компьютерного оборудования,2
2765,Кемеровская область - Кузбасс,Услуги по руководству строительными проектами прочие,2
8773,Москва,Платья для девочек,2
21923,Тюменская,"Оборудование специального назначения прочее, не включенное в другие группировки",2
23628,Ямало-Ненецкий,"Комплектующие (запасные части) каландров, не имеющие самостоятельных группировок",2
2759,Кемеровская область - Кузбасс,Услуги по ремонту электрооборудования легковых автомобилей и легких грузовых автотранспортных средств,2
17556,Пермский,Услуги по ремонту и техническому обслуживанию прочих транспортных средств и оборудования,2
2762,Кемеровская область - Кузбасс,Услуги по розничной торговле обувью в специализированных магазинах,2
23625,Ямало-Ненецкий,"Коммутаторы элементные, командоаппараты, контроллеры, переключатели барабанные, пускатели ручные, выключатели разные",2
8753,Москва,Планшетные устройства ввода,2
21929,Тюменская,"Обувь из полимерных материалов прочая, не включенная в другие группировки",2
2785,Кемеровская область - Кузбасс,Услуги по установлению рыночной или иной стоимости отдельных материальных объектов (вещей),2
8749,Москва,Плантографы,2
21931,Тюменская,"Обувь специальная прочая, не включенная в другие группировки",2
8742,Москва,Питательная среда для определения чувствительности прихотливых микроорганизмов к антимикробным препаратам ивд,2
2773,Кемеровская область - Кузбасс,Услуги по страхованию от несчастных случаев,2
8739,Москва,Питание спортивное (протеиновое)....,2
17550,Пермский,Услуги по ремонту и техническому обслуживанию профессиональных оптических приборов и фотооборудования,2
8731,Москва,Пипетки лабораторные градуированные,2
8727,Москва,Пинцеты общехирургические,2
2669,Кемеровская область - Кузбасс,Услуги по изучению общественного мнения,2
8915,Москва,Полимеразная цепная реакция (пцр) в режиме реального времени для планшетного и роторного типов для научной-исследовательских целей,2
2659,Кемеровская область - Кузбасс,"Услуги по восстановлению данных и поддержке повседневных компьютеризованных работ в случае чрезвычайного происшествия, такого как пожар или наводнение",2
9052,Москва,Принадлежности для духовых музыкальных инструментов,2
23715,Ямало-Ненецкий,Машины и приборы для испытания прочих материалов и конструкций,2
9080,Москва,Принтеры ручные ленточные,2
2558,Кемеровская область - Кузбасс,Сыры полутвердые,2
21868,Тюменская,"Мойка автотранспортных средств, полирование и аналогичные услуги",2
23714,Ямало-Ненецкий,Машины и оборудование электрические для пайки мягким и твердым припоем и сварки,2
2569,Кемеровская область - Кузбасс,Текущий ремонт электрических сетей....,2
9062,Москва,Принадлежности для ухода за волосами,2
9053,Москва,Принадлежности для контуров дыхательных для аппаратов искусственной вентиляции легких,2
23702,Ямало-Ненецкий,Материалы клейкие перевязочные,2
2550,Кемеровская область - Кузбасс,Стулья на металлическом каркасе,2
23701,Ямало-Ненецкий,Материалы и изделия минеральные теплоизоляционные,2
23700,Ямало-Ненецкий,"Материалы для покрытий пола, стен или потолка пластмассовые в рулонах или в форме плиток",2
23699,Ямало-Ненецкий,Масло сливочное,2
17592,Пермский,"Услуги по розничной торговле мясом и мясом птицы, включая субпродукты, в специализированных магазинах",2
18485,Псковская,Кефир,2
23695,Ямало-Ненецкий,Масла нефтяные смазочные,2
9033,Москва,Прививки профилактические,2
23694,Ямало-Ненецкий,"Масла моторные прочие, не включенные в другие группировки",2
9093,Москва,Приспособления ортопедические прочие,2
21864,Тюменская,Микроскопы оптические,2
23664,Ямало-Ненецкий,"Костюмы спортивные из текстильных материалов, кроме трикотажных или вязаных",2
2517,Кемеровская область - Кузбасс,"Средства защиты информации, а также информационные и телекоммуникационные системы, защищенные с использованием средств защиты информации",2
2510,Кемеровская область - Кузбасс,"Справочная литература, словари....",2
9152,Москва,Проводники периферические,2
9151,Москва,Проводники общехирургические,2
9150,Москва,Проводники коронарные управляемые,2
2512,Кемеровская область - Кузбасс,"Средства автотранспортные специального назначения прочие, не включенные в другие группировки",2
2515,Кемеровская область - Кузбасс,"Средства для ухода за кожей тела: лосьоны, кремы (в том числе детские)",2
2516,Кемеровская область - Кузбасс,Средства защиты головы и лица,2
9141,Москва,Провода и кабели электронные и электрические прочие,2
17607,Пермский,"Услуги по руководству и консультативные услуги, связанные с детьми, не включенные в другие группировки",2
21863,Тюменская,Мешки спальные с наполнителем из синтетических нитей,2
2526,Кемеровская область - Кузбасс,"Средства связи, выполняющие функцию цифровых транспортных систем",2
23734,Ямало-Ненецкий,"Мебель из прочих материалов, включая тростник, лозу или бамбук",2
9124,Москва,Проведение предрейсовых и послерейсовых медицинских осмотров,2
2531,Кемеровская область - Кузбасс,Стеллажи офисные деревянные,2
2535,Кемеровская область - Кузбасс,Стерилизаторы хирургические или лабораторные,2
23730,Ямало-Ненецкий,Мебель для офисов и предприятий торговли,2
17604,Пермский,"Услуги по розничной торговле фотоаппаратурой, оптическими приборами и средствами измерений, кроме очков, в специализированных магазинах",2
2545,Кемеровская область - Кузбасс,"Столы ученические деревянные для учебных заведений, включая школьные парты",2
23692,Ямало-Ненецкий,Масла гидравлические,2
23689,Ямало-Ненецкий,Ленты конвейерные резинотканевые,2
18848,Псковская,"Препараты, регулирующие обмен кальция",2
8951,Москва,Портфели,2
2618,Кемеровская область - Кузбасс,"Услуги больниц прочие, оказываемые врачами",2
2619,Кемеровская область - Кузбасс,Услуги бытовые прочие....,2
23673,Ямало-Ненецкий,Крафт-бумага мешочная крепированная или гофрированная,2
2624,Кемеровская область - Кузбасс,Услуги в области дополнительного образования вспомогательные,2
8959,Москва,Постеры в раме....,2
2635,Кемеровская область - Кузбасс,Услуги в области основного общего образования прочие,2
2636,Кемеровская область - Кузбасс,Услуги в области специализированной врачебной практики прочие,2
17577,Пермский,Услуги по ремонту тормозной системы,2
2641,Кемеровская область - Кузбасс,Услуги дезинфекции....,2
9018,Москва,Приборы для измерения объема и газового состава вдыхаемого и выдыхаемого воздуха и крови,2
21890,Тюменская,"Насосы вакуумные прочие, не включенные в другие группировки",2
17576,Пермский,Услуги по ремонту топливной аппаратуры двигателей,2
2646,Кемеровская область - Кузбасс,"Услуги консультативные, предоставляемые врачами общей врачебной практики",2
18494,Псковская,Клеи прочие,2
8934,Москва,"Полуфабрикаты мясные, мясосодержащие замороженные",2
2650,Кемеровская область - Кузбасс,Услуги организаций санитарно-эпидемиологической службы,2
8928,Москва,Полотенце текстильное бытовое,2
2651,Кемеровская область - Кузбасс,Услуги органов охраны правопорядка,2
2617,Кемеровская область - Кузбасс,Услуги больниц прочие,2
18493,Псковская,Клапаны обратные,2
23675,Ямало-Ненецкий,Крепления и аксессуары для гипсокартона...,2
2611,Кемеровская область - Кузбасс,Унитазы....,2
9017,Москва,"Приборы для измерения напряжения, силы тока и сопротивления прочие",2
9014,Москва,Прессы зуботехнические,2
9013,Москва,Препараты противоэпилептические,2
9006,Москва,"Препараты для лечения заболеваний, связанных с нарушением кислотности",2
23686,Ямало-Ненецкий,Лампы светодиодные,2
2597,Кемеровская область - Кузбасс,"Трубки, шланги и рукава полимерные жесткие прочие, не включенные в другие группировки",2
9002,Москва,"Препараты гормональные для системного использования, кроме половых гормонов",2
21886,Тюменская,Навесы и маркизы (шторы от солнца),2
8998,Москва,Преобразователи инверторные...,2
2601,Кемеровская область - Кузбасс,"Трубы, трубки и шланги и их фитинги пластмассовые",2
2602,Кемеровская область - Кузбасс,"Тряпки для мытья полов, посуды, удаления пыли",2
8991,Москва,Предоставление метеорологической информации,2
2604,Кемеровская область - Кузбасс,Уборка зданий образовательных организаций....,2
8986,Москва,Предметы личной гигиены,2
18490,Псковская,Кислота соляная,2
8984,Москва,"Праздничное и тематическое оформление города, округа, муниципального района....",2
18491,Псковская,Кислоты промышленные....,2
21948,Тюменская,"Отходы неопасные прочие, непригодные для повторного использования",2
18504,Псковская,Колонки,2
23588,Ямало-Ненецкий,Инструменты ручные гидравлические,2
23474,Ямало-Ненецкий,Громкоговорители,2
18517,Псковская,Комплекты постельного белья из хлопчатобумажных тканей,2
3106,Краснодарский,Гербициды,2
17490,Пермский,"Услуги по производству коммуникационного оборудования отдельные прочие, выполняемые субподрядчиком, не включенные в другие группировки",2
3109,Краснодарский,Гипохлориты,2
17489,Пермский,"Услуги по производству кинофильмов, видеофильмов и телевизионных программ",2
17488,Пермский,Услуги по производству кинофильмов,2
3116,Краснодарский,"Говядина и телятина парные, остывшие или охлажденные для детского питания",2
3119,Краснодарский,Головоломки деревянные,2
18519,Псковская,Компрессоры поршневые объемные,2
23483,Ямало-Ненецкий,"Диваны, софы, кушетки с деревянным каркасом, трансформируемые в кровати",2
3131,Краснодарский,Дезодоранты и антиперспиранты,2
23471,Ямало-Ненецкий,Гормоны поджелудочной железы,2
3134,Краснодарский,Детали замков,2
3135,Краснодарский,Детали коньков,2
3137,Краснодарский,"Дефлекторы, зонты для дымовых труб, детали дымоходов и вытяжных труб керамические",2
3138,Краснодарский,"Джемы, желе фруктовые и ягодные",2
3141,Краснодарский,Динамометры и силоизмерительные машины образцовые,2
3143,Краснодарский,Диски и барабаны тормозные,2
3104,Краснодарский,Генераторы переменного тока (синхронные генераторы),2
3099,Краснодарский,Гвозди строительные,2
8384,Москва,"Овощи соленые, квашеные, вяленые",2
23492,Ямало-Ненецкий,Журналы печатные и периодические издания общего интереса прочие,2
8380,Москва,Оверлоки...,2
23495,Ямало-Ненецкий,Задвижки,2
8377,Москва,"Общий холестерин ивд, набор, ферментный спектрофотометрический анализ",2
8376,Москва,"Общий холестерин ивд, контрольный материал",2
3064,Краснодарский,Ванны из прочих черных металлов,2
3068,Краснодарский,Велосипеды транспортные для взрослых,2
23493,Ямало-Ненецкий,Журналы печатные прочие и периодические издания,2
3072,Краснодарский,"Вентиляторы прочие, кроме настольных, напольных, настенных, оконных, потолочных или вентиляторов для крыш",2
23491,Ямало-Ненецкий,Журналы и периодические издания электронные,2
8336,Москва,Обувь валяная.,2
23489,Ямало-Ненецкий,Дрова разделанные в виде поленьев всех пород,2
8356,Москва,Обувь специальная кожаная для защиты от повышенных температур.,2
8355,Москва,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли.",2
18516,Псковская,Комплекты мужские производственные и профессиональные,2
3084,Краснодарский,Витрины холодильные,2
3087,Краснодарский,"Вода питьевая, напитки безалкогольные для детского питания",2
23486,Ямало-Ненецкий,"Дороги автомобильные, в том числе улично-дорожная сеть, и прочие автомобильные и пешеходные дороги, не включенные в другие группировки",2
23484,Ямало-Ненецкий,Диуретики,2
17483,Пермский,"Услуги по производству бытовой электронной техники отдельные, выполняемые субподрядчиком",2
3151,Краснодарский,Дорожки беговые,2
3155,Краснодарский,Дрели ручные с патронами,2
8187,Москва,"Оборудование дыхательное прочее, не включенное в другие группировки",2
17474,Пермский,Услуги по продаже билетов на железнодорожный транспорт,2
3219,Краснодарский,"Изделия из асфальта или аналогичных материалов прочие, не включенные в другие группировки",2
8212,Москва,Оборудование и инвентарь для флорбола прочее...,2
8211,Москва,Оборудование и инвентарь для фехтования,2
3226,Краснодарский,Изделия из текстильных материалов аналогичные,2
3228,Краснодарский,"Изделия кондитерские сахаристые прочие, не включенные в другие группировки",2
3230,Краснодарский,Изделия культурно-бытового назначения и хозяйственного обихода резиновые формовые (включая спортивные изделия из резины),2
8190,Москва,Оборудование и инвентарь для атлетики прочее....,2
3241,Краснодарский,Изделия пластмассовые строительные,2
17481,Пермский,"Услуги по производству бумаги и картона отдельные, выполняемые субподрядчиком",2
23436,Ямало-Ненецкий,"Вещества человеческого или животного происхождения прочие, не включенные в другие группировки",2
8177,Москва,Оборудование для спецэффектов,2
8176,Москва,Оборудование для сортировки отходов....,2
8173,Москва,Оборудование для скалодрома с зацепками (релаксационные стенки)....,2
8169,Москва,"Оборудование для процеживания сточных вод и удаления из них грубодисперсных и быстрооседающих примесей, а также для обработки удержанных отбросов и осадков (решетки, песколовки)....",2
22036,Тюменская,Препараты противоподагрические,2
3255,Краснодарский,"Изделия столовые, кухонные и бытовые и их детали из чугуна",2
8163,Москва,Оборудование для маркировки и расходные материалы к нему,2
16731,Пермский,Прожекторы со светодиодными лампами....,2
8224,Москва,Оборудование путевое и оборудование управлением движения....,2
23444,Ямало-Ненецкий,"Вода питьевая, напитки безалкогольные для детского питания",2
8231,Москва,Оборудование экологическое лабораторное прочее,2
